video_uid,video_path,video_rel,source,label_name,label,is_official_test,split,clip_dir_rel,clip_dir_abs,clip_folder_name,source_clip_name,group_id,num_frames,face_extract_status,num_detected,num_fallback
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id28_0008.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id28_0008.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0008,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id28_0009.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id28_0009.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id28_0009,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0000.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0000.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0000,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0001.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0001.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0001,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0002.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0002.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0002,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0003.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0003.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0003,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0004.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0004.mp4,Celeb-synthesis,fake,1,True,test,test/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,/kaggle/temp/celebdfv2_46f_faces/test/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0004,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0005.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0005.mp4,Celeb-synthesis,fake,1,False,validation,validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,/kaggle/temp/celebdfv2_46f_faces/validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0005,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0006.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0006.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0006,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0007.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0007.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0007,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0008.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0008.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0008,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0009.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id29_0009.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id29_0009,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0000.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0000.mp4,Celeb-synthesis,fake,1,False,validation,validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,/kaggle/temp/celebdfv2_46f_faces/validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0000,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0001.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0001.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0001,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0002.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0002.mp4,Celeb-synthesis,fake,1,False,validation,validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,/kaggle/temp/celebdfv2_46f_faces/validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0002,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0003.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0003.mp4,Celeb-synthesis,fake,1,False,validation,validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,/kaggle/temp/celebdfv2_46f_faces/validation/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0003,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0004.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0004.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0004,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0005.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0005.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0005,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0006.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0006.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0006,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0007.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0007.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0007,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0008.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0008.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0008,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0009.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id30_0009.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id30_0009,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0000.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0000.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0000,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0001.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0001.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0001,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0002.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0002.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0002,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0004.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0004.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0004,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0006.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0006.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0006,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0007.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0007.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0007,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0008.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0008.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0008,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0009.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id31_0009.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id31_0009,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0000.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0000.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0000,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0001.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0001.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0001,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0002.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0002.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0002,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0003.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0003.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0003,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0004.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0004.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0004,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0005.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0005.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0005,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0006.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0006.mp4,Celeb-synthesis,fake,1,True,test,test/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,/kaggle/temp/celebdfv2_46f_faces/test/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0006,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0007.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0007.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0007,46,ok,46,0
reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,/kaggle/input/datasets/reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0008.mp4,reubensuju/celeb-df-v2/Celeb-synthesis/id33_id32_0008.mp4,Celeb-synthesis,fake,1,False,train,train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,/kaggle/temp/celebdfv2_46f_faces/train/fake/reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,reubensuju__celeb-df-v2__Celeb-synthesis__id33_id32_0008,46,ok,46,0
